Year,Géographie,Sexe,data.Age group,Value
2015,Canada,Les deux sexes,15 ans et plus,0.26
2016,Canada,Les deux sexes,15 ans et plus,0.25
2017,Canada,Les deux sexes,15 ans et plus,0.24
2018,Canada,Les deux sexes,15 ans et plus,0.22
2019,Canada,Les deux sexes,15 ans et plus,0.2
2020,Canada,Les deux sexes,15 ans et plus,0.23
2015,Canada,Les deux sexes,15 à 24 ans,0.19
2016,Canada,Les deux sexes,15 à 24 ans,0.18
2017,Canada,Les deux sexes,15 à 24 ans,0.18
2018,Canada,Les deux sexes,15 à 24 ans,0.16
2019,Canada,Les deux sexes,15 à 24 ans,0.14
2020,Canada,Les deux sexes,15 à 24 ans,0.17
2015,Canada,Les deux sexes,25 ans et plus,0.3
2016,Canada,Les deux sexes,25 ans et plus,0.29
2017,Canada,Les deux sexes,25 ans et plus,0.28
2018,Canada,Les deux sexes,25 ans et plus,0.25
2019,Canada,Les deux sexes,25 ans et plus,0.22
2020,Canada,Les deux sexes,25 ans et plus,0.26
2015,Canada,Les deux sexes,25 à 44 ans,0.36
2016,Canada,Les deux sexes,25 à 44 ans,0.34
2017,Canada,Les deux sexes,25 à 44 ans,0.34
2018,Canada,Les deux sexes,25 à 44 ans,0.31
2019,Canada,Les deux sexes,25 à 44 ans,0.28
2020,Canada,Les deux sexes,25 à 44 ans,0.31
2015,Canada,Les deux sexes,45 ans et plus,0.25
2016,Canada,Les deux sexes,45 ans et plus,0.25
2017,Canada,Les deux sexes,45 ans et plus,0.23
2018,Canada,Les deux sexes,45 ans et plus,0.21
2019,Canada,Les deux sexes,45 ans et plus,0.19
2020,Canada,Les deux sexes,45 ans et plus,0.23
2015,Canada,Les deux sexes,25 à 54 ans,0.36
2016,Canada,Les deux sexes,25 à 54 ans,0.35
2017,Canada,Les deux sexes,25 à 54 ans,0.34
2018,Canada,Les deux sexes,25 à 54 ans,0.31
2019,Canada,Les deux sexes,25 à 54 ans,0.28
2020,Canada,Les deux sexes,25 à 54 ans,0.31
2015,Canada,Les deux sexes,55 ans et plus,0.19
2016,Canada,Les deux sexes,55 ans et plus,0.18
2017,Canada,Les deux sexes,55 ans et plus,0.17
2018,Canada,Les deux sexes,55 ans et plus,0.15
2019,Canada,Les deux sexes,55 ans et plus,0.14
2020,Canada,Les deux sexes,55 ans et plus,0.18
2015,Canada,Les deux sexes,55 à 64 ans,0.24
2016,Canada,Les deux sexes,55 à 64 ans,0.24
2017,Canada,Les deux sexes,55 à 64 ans,0.23
2018,Canada,Les deux sexes,55 à 64 ans,0.2
2019,Canada,Les deux sexes,55 à 64 ans,0.19
2020,Canada,Les deux sexes,55 à 64 ans,0.24
2015,Canada,Les deux sexes,65 ans et plus,0.09
2016,Canada,Les deux sexes,65 ans et plus,0.08
2017,Canada,Les deux sexes,65 ans et plus,
2018,Canada,Les deux sexes,65 ans et plus,0.08
2019,Canada,Les deux sexes,65 ans et plus,0.06
2020,Canada,Les deux sexes,65 ans et plus,0.09
2015,Canada,Hommes,15 ans et plus,0.28
2016,Canada,Hommes,15 ans et plus,0.27
2017,Canada,Hommes,15 ans et plus,0.26
2018,Canada,Hommes,15 ans et plus,0.24
2019,Canada,Hommes,15 ans et plus,0.21
2020,Canada,Hommes,15 ans et plus,0.26
2015,Canada,Hommes,15 à 24 ans,0.2
2016,Canada,Hommes,15 à 24 ans,0.19
2017,Canada,Hommes,15 à 24 ans,0.19
2018,Canada,Hommes,15 à 24 ans,0.16
2019,Canada,Hommes,15 à 24 ans,0.14
2020,Canada,Hommes,15 à 24 ans,0.18
2015,Canada,Hommes,25 ans et plus,0.34
2016,Canada,Hommes,25 ans et plus,0.33
2017,Canada,Hommes,25 ans et plus,0.31
2018,Canada,Hommes,25 ans et plus,0.29
2019,Canada,Hommes,25 ans et plus,0.26
2020,Canada,Hommes,25 ans et plus,0.32
2015,Canada,Hommes,25 à 44 ans,0.47
2016,Canada,Hommes,25 à 44 ans,0.46
2017,Canada,Hommes,25 à 44 ans,0.43
2018,Canada,Hommes,25 à 44 ans,0.41
2019,Canada,Hommes,25 à 44 ans,0.37
2020,Canada,Hommes,25 à 44 ans,0.42
2015,Canada,Hommes,45 ans et plus,0.27
2016,Canada,Hommes,45 ans et plus,0.27
2017,Canada,Hommes,45 ans et plus,0.24
2018,Canada,Hommes,45 ans et plus,0.23
2019,Canada,Hommes,45 ans et plus,0.2
2020,Canada,Hommes,45 ans et plus,0.26
2015,Canada,Hommes,25 à 54 ans,0.47
2016,Canada,Hommes,25 à 54 ans,0.46
2017,Canada,Hommes,25 à 54 ans,0.45
2018,Canada,Hommes,25 à 54 ans,0.42
2019,Canada,Hommes,25 à 54 ans,0.37
2020,Canada,Hommes,25 à 54 ans,0.43
2015,Canada,Hommes,55 ans et plus,0.19
2016,Canada,Hommes,55 ans et plus,0.19
2017,Canada,Hommes,55 ans et plus,0.16
2018,Canada,Hommes,55 ans et plus,0.16
2019,Canada,Hommes,55 ans et plus,0.16
2020,Canada,Hommes,55 ans et plus,0.2
2015,Canada,Hommes,55 à 64 ans,0.28
2016,Canada,Hommes,55 à 64 ans,0.28
2017,Canada,Hommes,55 à 64 ans,0.26
2018,Canada,Hommes,55 à 64 ans,0.25
2019,Canada,Hommes,55 à 64 ans,0.25
2020,Canada,Hommes,55 à 64 ans,0.29
2015,Canada,Hommes,65 ans et plus,
2016,Canada,Hommes,65 ans et plus,
2017,Canada,Hommes,65 ans et plus,
2018,Canada,Hommes,65 ans et plus,
2019,Canada,Hommes,65 ans et plus,
2020,Canada,Hommes,65 ans et plus,
2015,Canada,Femmes,15 ans et plus,0.25
2016,Canada,Femmes,15 ans et plus,0.24
2017,Canada,Femmes,15 ans et plus,0.23
2018,Canada,Femmes,15 ans et plus,0.21
2019,Canada,Femmes,15 ans et plus,0.18
2020,Canada,Femmes,15 ans et plus,0.22
2015,Canada,Femmes,15 à 24 ans,0.19
2016,Canada,Femmes,15 à 24 ans,0.17
2017,Canada,Femmes,15 à 24 ans,0.17
2018,Canada,Femmes,15 à 24 ans,0.16
2019,Canada,Femmes,15 à 24 ans,0.14
2020,Canada,Femmes,15 à 24 ans,0.17
2015,Canada,Femmes,25 ans et plus,0.29
2016,Canada,Femmes,25 ans et plus,0.26
2017,Canada,Femmes,25 ans et plus,0.26
2018,Canada,Femmes,25 ans et plus,0.23
2019,Canada,Femmes,25 ans et plus,0.2
2020,Canada,Femmes,25 ans et plus,0.23
2015,Canada,Femmes,25 à 44 ans,0.33
2016,Canada,Femmes,25 à 44 ans,0.3
2017,Canada,Femmes,25 à 44 ans,0.31
2018,Canada,Femmes,25 à 44 ans,0.27
2019,Canada,Femmes,25 à 44 ans,0.24
2020,Canada,Femmes,25 à 44 ans,0.26
2015,Canada,Femmes,45 ans et plus,0.25
2016,Canada,Femmes,45 ans et plus,0.24
2017,Canada,Femmes,45 ans et plus,0.22
2018,Canada,Femmes,45 ans et plus,0.2
2019,Canada,Femmes,45 ans et plus,0.18
2020,Canada,Femmes,45 ans et plus,0.21
2015,Canada,Femmes,25 à 54 ans,0.33
2016,Canada,Femmes,25 à 54 ans,0.31
2017,Canada,Femmes,25 à 54 ans,0.3
2018,Canada,Femmes,25 à 54 ans,0.27
2019,Canada,Femmes,25 à 54 ans,0.24
2020,Canada,Femmes,25 à 54 ans,0.27
2015,Canada,Femmes,55 ans et plus,0.18
2016,Canada,Femmes,55 ans et plus,0.17
2017,Canada,Femmes,55 ans et plus,0.17
2018,Canada,Femmes,55 ans et plus,0.15
2019,Canada,Femmes,55 ans et plus,0.13
2020,Canada,Femmes,55 ans et plus,0.17
2015,Canada,Femmes,55 à 64 ans,0.23
2016,Canada,Femmes,55 à 64 ans,0.22
2017,Canada,Femmes,55 à 64 ans,0.21
2018,Canada,Femmes,55 à 64 ans,0.18
2019,Canada,Femmes,55 à 64 ans,0.17
2020,Canada,Femmes,55 à 64 ans,0.21
2015,Canada,Femmes,65 ans et plus,
2016,Canada,Femmes,65 ans et plus,
2017,Canada,Femmes,65 ans et plus,
2018,Canada,Femmes,65 ans et plus,
2019,Canada,Femmes,65 ans et plus,
2020,Canada,Femmes,65 ans et plus,
2015,Terre-Neuve-et-Labrador,Les deux sexes,15 ans et plus,0.34
2016,Terre-Neuve-et-Labrador,Les deux sexes,15 ans et plus,0.34
2017,Terre-Neuve-et-Labrador,Les deux sexes,15 ans et plus,0.37
2018,Terre-Neuve-et-Labrador,Les deux sexes,15 ans et plus,0.35
2019,Terre-Neuve-et-Labrador,Les deux sexes,15 ans et plus,0.33
2020,Terre-Neuve-et-Labrador,Les deux sexes,15 ans et plus,0.29
2015,Terre-Neuve-et-Labrador,Les deux sexes,15 à 24 ans,
2016,Terre-Neuve-et-Labrador,Les deux sexes,15 à 24 ans,
2017,Terre-Neuve-et-Labrador,Les deux sexes,15 à 24 ans,
2018,Terre-Neuve-et-Labrador,Les deux sexes,15 à 24 ans,
2019,Terre-Neuve-et-Labrador,Les deux sexes,15 à 24 ans,
2020,Terre-Neuve-et-Labrador,Les deux sexes,15 à 24 ans,0.25
2015,Terre-Neuve-et-Labrador,Les deux sexes,25 ans et plus,0.43
2016,Terre-Neuve-et-Labrador,Les deux sexes,25 ans et plus,0.4
2017,Terre-Neuve-et-Labrador,Les deux sexes,25 ans et plus,0.47
2018,Terre-Neuve-et-Labrador,Les deux sexes,25 ans et plus,0.41
2019,Terre-Neuve-et-Labrador,Les deux sexes,25 ans et plus,0.38
2020,Terre-Neuve-et-Labrador,Les deux sexes,25 ans et plus,0.31
2015,Terre-Neuve-et-Labrador,Les deux sexes,25 à 44 ans,
2016,Terre-Neuve-et-Labrador,Les deux sexes,25 à 44 ans,
2017,Terre-Neuve-et-Labrador,Les deux sexes,25 à 44 ans,
2018,Terre-Neuve-et-Labrador,Les deux sexes,25 à 44 ans,0.47
2019,Terre-Neuve-et-Labrador,Les deux sexes,25 à 44 ans,
2020,Terre-Neuve-et-Labrador,Les deux sexes,25 à 44 ans,
2015,Terre-Neuve-et-Labrador,Les deux sexes,45 ans et plus,
2016,Terre-Neuve-et-Labrador,Les deux sexes,45 ans et plus,0.36
2017,Terre-Neuve-et-Labrador,Les deux sexes,45 ans et plus,0.43
2018,Terre-Neuve-et-Labrador,Les deux sexes,45 ans et plus,
2019,Terre-Neuve-et-Labrador,Les deux sexes,45 ans et plus,0.34
2020,Terre-Neuve-et-Labrador,Les deux sexes,45 ans et plus,
2015,Terre-Neuve-et-Labrador,Les deux sexes,25 à 54 ans,0.52
2016,Terre-Neuve-et-Labrador,Les deux sexes,25 à 54 ans,0.47
2017,Terre-Neuve-et-Labrador,Les deux sexes,25 à 54 ans,0.56
2018,Terre-Neuve-et-Labrador,Les deux sexes,25 à 54 ans,0.48
2019,Terre-Neuve-et-Labrador,Les deux sexes,25 à 54 ans,0.44
2020,Terre-Neuve-et-Labrador,Les deux sexes,25 à 54 ans,0.34
2015,Terre-Neuve-et-Labrador,Les deux sexes,55 ans et plus,
2016,Terre-Neuve-et-Labrador,Les deux sexes,55 ans et plus,
2017,Terre-Neuve-et-Labrador,Les deux sexes,55 ans et plus,
2018,Terre-Neuve-et-Labrador,Les deux sexes,55 ans et plus,
2019,Terre-Neuve-et-Labrador,Les deux sexes,55 ans et plus,
2020,Terre-Neuve-et-Labrador,Les deux sexes,55 ans et plus,
2015,Terre-Neuve-et-Labrador,Les deux sexes,55 à 64 ans,
2016,Terre-Neuve-et-Labrador,Les deux sexes,55 à 64 ans,
2017,Terre-Neuve-et-Labrador,Les deux sexes,55 à 64 ans,
2018,Terre-Neuve-et-Labrador,Les deux sexes,55 à 64 ans,
2019,Terre-Neuve-et-Labrador,Les deux sexes,55 à 64 ans,
2020,Terre-Neuve-et-Labrador,Les deux sexes,55 à 64 ans,
2015,Terre-Neuve-et-Labrador,Les deux sexes,65 ans et plus,
2016,Terre-Neuve-et-Labrador,Les deux sexes,65 ans et plus,
2017,Terre-Neuve-et-Labrador,Les deux sexes,65 ans et plus,
2018,Terre-Neuve-et-Labrador,Les deux sexes,65 ans et plus,
2019,Terre-Neuve-et-Labrador,Les deux sexes,65 ans et plus,
2020,Terre-Neuve-et-Labrador,Les deux sexes,65 ans et plus,
2015,Terre-Neuve-et-Labrador,Hommes,15 ans et plus,
2016,Terre-Neuve-et-Labrador,Hommes,15 ans et plus,
2017,Terre-Neuve-et-Labrador,Hommes,15 ans et plus,
2018,Terre-Neuve-et-Labrador,Hommes,15 ans et plus,
2019,Terre-Neuve-et-Labrador,Hommes,15 ans et plus,
2020,Terre-Neuve-et-Labrador,Hommes,15 ans et plus,
2015,Terre-Neuve-et-Labrador,Hommes,15 à 24 ans,
2016,Terre-Neuve-et-Labrador,Hommes,15 à 24 ans,
2017,Terre-Neuve-et-Labrador,Hommes,15 à 24 ans,
2018,Terre-Neuve-et-Labrador,Hommes,15 à 24 ans,
2019,Terre-Neuve-et-Labrador,Hommes,15 à 24 ans,
2020,Terre-Neuve-et-Labrador,Hommes,15 à 24 ans,
2015,Terre-Neuve-et-Labrador,Hommes,25 ans et plus,
2016,Terre-Neuve-et-Labrador,Hommes,25 ans et plus,
2017,Terre-Neuve-et-Labrador,Hommes,25 ans et plus,
2018,Terre-Neuve-et-Labrador,Hommes,25 ans et plus,
2019,Terre-Neuve-et-Labrador,Hommes,25 ans et plus,
2020,Terre-Neuve-et-Labrador,Hommes,25 ans et plus,
2015,Terre-Neuve-et-Labrador,Hommes,25 à 44 ans,
2016,Terre-Neuve-et-Labrador,Hommes,25 à 44 ans,
2017,Terre-Neuve-et-Labrador,Hommes,25 à 44 ans,
2018,Terre-Neuve-et-Labrador,Hommes,25 à 44 ans,
2019,Terre-Neuve-et-Labrador,Hommes,25 à 44 ans,
2020,Terre-Neuve-et-Labrador,Hommes,25 à 44 ans,
2015,Terre-Neuve-et-Labrador,Hommes,45 ans et plus,
2016,Terre-Neuve-et-Labrador,Hommes,45 ans et plus,
2017,Terre-Neuve-et-Labrador,Hommes,45 ans et plus,
2018,Terre-Neuve-et-Labrador,Hommes,45 ans et plus,
2019,Terre-Neuve-et-Labrador,Hommes,45 ans et plus,
2020,Terre-Neuve-et-Labrador,Hommes,45 ans et plus,
2015,Terre-Neuve-et-Labrador,Hommes,25 à 54 ans,
2016,Terre-Neuve-et-Labrador,Hommes,25 à 54 ans,
2017,Terre-Neuve-et-Labrador,Hommes,25 à 54 ans,
2018,Terre-Neuve-et-Labrador,Hommes,25 à 54 ans,
2019,Terre-Neuve-et-Labrador,Hommes,25 à 54 ans,
2020,Terre-Neuve-et-Labrador,Hommes,25 à 54 ans,
2015,Terre-Neuve-et-Labrador,Hommes,55 ans et plus,
2016,Terre-Neuve-et-Labrador,Hommes,55 ans et plus,
2017,Terre-Neuve-et-Labrador,Hommes,55 ans et plus,
2018,Terre-Neuve-et-Labrador,Hommes,55 ans et plus,
2019,Terre-Neuve-et-Labrador,Hommes,55 ans et plus,
2020,Terre-Neuve-et-Labrador,Hommes,55 ans et plus,
2015,Terre-Neuve-et-Labrador,Hommes,55 à 64 ans,
2016,Terre-Neuve-et-Labrador,Hommes,55 à 64 ans,
2017,Terre-Neuve-et-Labrador,Hommes,55 à 64 ans,
2018,Terre-Neuve-et-Labrador,Hommes,55 à 64 ans,
2019,Terre-Neuve-et-Labrador,Hommes,55 à 64 ans,
2020,Terre-Neuve-et-Labrador,Hommes,55 à 64 ans,
2015,Terre-Neuve-et-Labrador,Hommes,65 ans et plus,
2016,Terre-Neuve-et-Labrador,Hommes,65 ans et plus,
2017,Terre-Neuve-et-Labrador,Hommes,65 ans et plus,
2018,Terre-Neuve-et-Labrador,Hommes,65 ans et plus,
2019,Terre-Neuve-et-Labrador,Hommes,65 ans et plus,
2020,Terre-Neuve-et-Labrador,Hommes,65 ans et plus,
2015,Terre-Neuve-et-Labrador,Femmes,15 ans et plus,0.37
2016,Terre-Neuve-et-Labrador,Femmes,15 ans et plus,0.36
2017,Terre-Neuve-et-Labrador,Femmes,15 ans et plus,0.37
2018,Terre-Neuve-et-Labrador,Femmes,15 ans et plus,0.35
2019,Terre-Neuve-et-Labrador,Femmes,15 ans et plus,0.34
2020,Terre-Neuve-et-Labrador,Femmes,15 ans et plus,0.29
2015,Terre-Neuve-et-Labrador,Femmes,15 à 24 ans,
2016,Terre-Neuve-et-Labrador,Femmes,15 à 24 ans,
2017,Terre-Neuve-et-Labrador,Femmes,15 à 24 ans,
2018,Terre-Neuve-et-Labrador,Femmes,15 à 24 ans,
2019,Terre-Neuve-et-Labrador,Femmes,15 à 24 ans,
2020,Terre-Neuve-et-Labrador,Femmes,15 à 24 ans,
2015,Terre-Neuve-et-Labrador,Femmes,25 ans et plus,0.44
2016,Terre-Neuve-et-Labrador,Femmes,25 ans et plus,0.42
2017,Terre-Neuve-et-Labrador,Femmes,25 ans et plus,0.46
2018,Terre-Neuve-et-Labrador,Femmes,25 ans et plus,0.41
2019,Terre-Neuve-et-Labrador,Femmes,25 ans et plus,0.38
2020,Terre-Neuve-et-Labrador,Femmes,25 ans et plus,0.31
2015,Terre-Neuve-et-Labrador,Femmes,25 à 44 ans,
2016,Terre-Neuve-et-Labrador,Femmes,25 à 44 ans,
2017,Terre-Neuve-et-Labrador,Femmes,25 à 44 ans,
2018,Terre-Neuve-et-Labrador,Femmes,25 à 44 ans,
2019,Terre-Neuve-et-Labrador,Femmes,25 à 44 ans,
2020,Terre-Neuve-et-Labrador,Femmes,25 à 44 ans,
2015,Terre-Neuve-et-Labrador,Femmes,45 ans et plus,
2016,Terre-Neuve-et-Labrador,Femmes,45 ans et plus,
2017,Terre-Neuve-et-Labrador,Femmes,45 ans et plus,
2018,Terre-Neuve-et-Labrador,Femmes,45 ans et plus,
2019,Terre-Neuve-et-Labrador,Femmes,45 ans et plus,
2020,Terre-Neuve-et-Labrador,Femmes,45 ans et plus,
2015,Terre-Neuve-et-Labrador,Femmes,25 à 54 ans,0.51
2016,Terre-Neuve-et-Labrador,Femmes,25 à 54 ans,0.46
2017,Terre-Neuve-et-Labrador,Femmes,25 à 54 ans,0.52
2018,Terre-Neuve-et-Labrador,Femmes,25 à 54 ans,0.47
2019,Terre-Neuve-et-Labrador,Femmes,25 à 54 ans,
2020,Terre-Neuve-et-Labrador,Femmes,25 à 54 ans,
2015,Terre-Neuve-et-Labrador,Femmes,55 ans et plus,
2016,Terre-Neuve-et-Labrador,Femmes,55 ans et plus,
2017,Terre-Neuve-et-Labrador,Femmes,55 ans et plus,
2018,Terre-Neuve-et-Labrador,Femmes,55 ans et plus,
2019,Terre-Neuve-et-Labrador,Femmes,55 ans et plus,
2020,Terre-Neuve-et-Labrador,Femmes,55 ans et plus,
2015,Terre-Neuve-et-Labrador,Femmes,55 à 64 ans,
2016,Terre-Neuve-et-Labrador,Femmes,55 à 64 ans,
2017,Terre-Neuve-et-Labrador,Femmes,55 à 64 ans,
2018,Terre-Neuve-et-Labrador,Femmes,55 à 64 ans,
2019,Terre-Neuve-et-Labrador,Femmes,55 à 64 ans,
2020,Terre-Neuve-et-Labrador,Femmes,55 à 64 ans,
2015,Terre-Neuve-et-Labrador,Femmes,65 ans et plus,
2016,Terre-Neuve-et-Labrador,Femmes,65 ans et plus,
2017,Terre-Neuve-et-Labrador,Femmes,65 ans et plus,
2018,Terre-Neuve-et-Labrador,Femmes,65 ans et plus,
2019,Terre-Neuve-et-Labrador,Femmes,65 ans et plus,
2020,Terre-Neuve-et-Labrador,Femmes,65 ans et plus,
2015,Île-du-Prince-Édouard,Les deux sexes,15 ans et plus,0.32
2016,Île-du-Prince-Édouard,Les deux sexes,15 ans et plus,0.28
2017,Île-du-Prince-Édouard,Les deux sexes,15 ans et plus,0.26
2018,Île-du-Prince-Édouard,Les deux sexes,15 ans et plus,0.26
2019,Île-du-Prince-Édouard,Les deux sexes,15 ans et plus,0.24
2020,Île-du-Prince-Édouard,Les deux sexes,15 ans et plus,0.26
2015,Île-du-Prince-Édouard,Les deux sexes,15 à 24 ans,
2016,Île-du-Prince-Édouard,Les deux sexes,15 à 24 ans,
2017,Île-du-Prince-Édouard,Les deux sexes,15 à 24 ans,
2018,Île-du-Prince-Édouard,Les deux sexes,15 à 24 ans,
2019,Île-du-Prince-Édouard,Les deux sexes,15 à 24 ans,
2020,Île-du-Prince-Édouard,Les deux sexes,15 à 24 ans,
2015,Île-du-Prince-Édouard,Les deux sexes,25 ans et plus,0.39
2016,Île-du-Prince-Édouard,Les deux sexes,25 ans et plus,
2017,Île-du-Prince-Édouard,Les deux sexes,25 ans et plus,0.29
2018,Île-du-Prince-Édouard,Les deux sexes,25 ans et plus,0.3
2019,Île-du-Prince-Édouard,Les deux sexes,25 ans et plus,0.28
2020,Île-du-Prince-Édouard,Les deux sexes,25 ans et plus,
2015,Île-du-Prince-Édouard,Les deux sexes,25 à 44 ans,
2016,Île-du-Prince-Édouard,Les deux sexes,25 à 44 ans,
2017,Île-du-Prince-Édouard,Les deux sexes,25 à 44 ans,
2018,Île-du-Prince-Édouard,Les deux sexes,25 à 44 ans,
2019,Île-du-Prince-Édouard,Les deux sexes,25 à 44 ans,
2020,Île-du-Prince-Édouard,Les deux sexes,25 à 44 ans,
2015,Île-du-Prince-Édouard,Les deux sexes,45 ans et plus,
2016,Île-du-Prince-Édouard,Les deux sexes,45 ans et plus,
2017,Île-du-Prince-Édouard,Les deux sexes,45 ans et plus,
2018,Île-du-Prince-Édouard,Les deux sexes,45 ans et plus,
2019,Île-du-Prince-Édouard,Les deux sexes,45 ans et plus,
2020,Île-du-Prince-Édouard,Les deux sexes,45 ans et plus,
2015,Île-du-Prince-Édouard,Les deux sexes,25 à 54 ans,
2016,Île-du-Prince-Édouard,Les deux sexes,25 à 54 ans,
2017,Île-du-Prince-Édouard,Les deux sexes,25 à 54 ans,0.41
2018,Île-du-Prince-Édouard,Les deux sexes,25 à 54 ans,0.38
2019,Île-du-Prince-Édouard,Les deux sexes,25 à 54 ans,
2020,Île-du-Prince-Édouard,Les deux sexes,25 à 54 ans,
2015,Île-du-Prince-Édouard,Les deux sexes,55 ans et plus,
2016,Île-du-Prince-Édouard,Les deux sexes,55 ans et plus,
2017,Île-du-Prince-Édouard,Les deux sexes,55 ans et plus,
2018,Île-du-Prince-Édouard,Les deux sexes,55 ans et plus,
2019,Île-du-Prince-Édouard,Les deux sexes,55 ans et plus,
2020,Île-du-Prince-Édouard,Les deux sexes,55 ans et plus,
2015,Île-du-Prince-Édouard,Les deux sexes,55 à 64 ans,
2016,Île-du-Prince-Édouard,Les deux sexes,55 à 64 ans,
2017,Île-du-Prince-Édouard,Les deux sexes,55 à 64 ans,
2018,Île-du-Prince-Édouard,Les deux sexes,55 à 64 ans,
2019,Île-du-Prince-Édouard,Les deux sexes,55 à 64 ans,
2020,Île-du-Prince-Édouard,Les deux sexes,55 à 64 ans,
2015,Île-du-Prince-Édouard,Les deux sexes,65 ans et plus,
2016,Île-du-Prince-Édouard,Les deux sexes,65 ans et plus,
2017,Île-du-Prince-Édouard,Les deux sexes,65 ans et plus,
2018,Île-du-Prince-Édouard,Les deux sexes,65 ans et plus,
2019,Île-du-Prince-Édouard,Les deux sexes,65 ans et plus,
2020,Île-du-Prince-Édouard,Les deux sexes,65 ans et plus,
2015,Île-du-Prince-Édouard,Hommes,15 ans et plus,
2016,Île-du-Prince-Édouard,Hommes,15 ans et plus,
2017,Île-du-Prince-Édouard,Hommes,15 ans et plus,
2018,Île-du-Prince-Édouard,Hommes,15 ans et plus,
2019,Île-du-Prince-Édouard,Hommes,15 ans et plus,
2020,Île-du-Prince-Édouard,Hommes,15 ans et plus,
2015,Île-du-Prince-Édouard,Hommes,15 à 24 ans,
2016,Île-du-Prince-Édouard,Hommes,15 à 24 ans,
2017,Île-du-Prince-Édouard,Hommes,15 à 24 ans,
2018,Île-du-Prince-Édouard,Hommes,15 à 24 ans,
2019,Île-du-Prince-Édouard,Hommes,15 à 24 ans,
2020,Île-du-Prince-Édouard,Hommes,15 à 24 ans,
2015,Île-du-Prince-Édouard,Hommes,25 ans et plus,
2016,Île-du-Prince-Édouard,Hommes,25 ans et plus,
2017,Île-du-Prince-Édouard,Hommes,25 ans et plus,
2018,Île-du-Prince-Édouard,Hommes,25 ans et plus,
2019,Île-du-Prince-Édouard,Hommes,25 ans et plus,
2020,Île-du-Prince-Édouard,Hommes,25 ans et plus,
2015,Île-du-Prince-Édouard,Hommes,25 à 44 ans,
2016,Île-du-Prince-Édouard,Hommes,25 à 44 ans,
2017,Île-du-Prince-Édouard,Hommes,25 à 44 ans,
2018,Île-du-Prince-Édouard,Hommes,25 à 44 ans,
2019,Île-du-Prince-Édouard,Hommes,25 à 44 ans,
2020,Île-du-Prince-Édouard,Hommes,25 à 44 ans,
2015,Île-du-Prince-Édouard,Hommes,45 ans et plus,
2016,Île-du-Prince-Édouard,Hommes,45 ans et plus,
2017,Île-du-Prince-Édouard,Hommes,45 ans et plus,
2018,Île-du-Prince-Édouard,Hommes,45 ans et plus,
2019,Île-du-Prince-Édouard,Hommes,45 ans et plus,
2020,Île-du-Prince-Édouard,Hommes,45 ans et plus,
2015,Île-du-Prince-Édouard,Hommes,25 à 54 ans,
2016,Île-du-Prince-Édouard,Hommes,25 à 54 ans,
2017,Île-du-Prince-Édouard,Hommes,25 à 54 ans,
2018,Île-du-Prince-Édouard,Hommes,25 à 54 ans,
2019,Île-du-Prince-Édouard,Hommes,25 à 54 ans,
2020,Île-du-Prince-Édouard,Hommes,25 à 54 ans,
2015,Île-du-Prince-Édouard,Hommes,55 ans et plus,
2016,Île-du-Prince-Édouard,Hommes,55 ans et plus,
2017,Île-du-Prince-Édouard,Hommes,55 ans et plus,
2018,Île-du-Prince-Édouard,Hommes,55 ans et plus,
2019,Île-du-Prince-Édouard,Hommes,55 ans et plus,
2020,Île-du-Prince-Édouard,Hommes,55 ans et plus,
2015,Île-du-Prince-Édouard,Hommes,55 à 64 ans,
2016,Île-du-Prince-Édouard,Hommes,55 à 64 ans,
2017,Île-du-Prince-Édouard,Hommes,55 à 64 ans,
2018,Île-du-Prince-Édouard,Hommes,55 à 64 ans,
2019,Île-du-Prince-Édouard,Hommes,55 à 64 ans,
2020,Île-du-Prince-Édouard,Hommes,55 à 64 ans,
2015,Île-du-Prince-Édouard,Hommes,65 ans et plus,
2016,Île-du-Prince-Édouard,Hommes,65 ans et plus,
2017,Île-du-Prince-Édouard,Hommes,65 ans et plus,
2018,Île-du-Prince-Édouard,Hommes,65 ans et plus,
2019,Île-du-Prince-Édouard,Hommes,65 ans et plus,
2020,Île-du-Prince-Édouard,Hommes,65 ans et plus,
2015,Île-du-Prince-Édouard,Femmes,15 ans et plus,0.33
2016,Île-du-Prince-Édouard,Femmes,15 ans et plus,
2017,Île-du-Prince-Édouard,Femmes,15 ans et plus,0.26
2018,Île-du-Prince-Édouard,Femmes,15 ans et plus,0.27
2019,Île-du-Prince-Édouard,Femmes,15 ans et plus,0.26
2020,Île-du-Prince-Édouard,Femmes,15 ans et plus,
2015,Île-du-Prince-Édouard,Femmes,15 à 24 ans,
2016,Île-du-Prince-Édouard,Femmes,15 à 24 ans,
2017,Île-du-Prince-Édouard,Femmes,15 à 24 ans,
2018,Île-du-Prince-Édouard,Femmes,15 à 24 ans,
2019,Île-du-Prince-Édouard,Femmes,15 à 24 ans,
2020,Île-du-Prince-Édouard,Femmes,15 à 24 ans,
2015,Île-du-Prince-Édouard,Femmes,25 ans et plus,
2016,Île-du-Prince-Édouard,Femmes,25 ans et plus,
2017,Île-du-Prince-Édouard,Femmes,25 ans et plus,0.32
2018,Île-du-Prince-Édouard,Femmes,25 ans et plus,0.31
2019,Île-du-Prince-Édouard,Femmes,25 ans et plus,
2020,Île-du-Prince-Édouard,Femmes,25 ans et plus,
